128.0, 30.0, 
129.0, 4.2, 
130.0, 30.0, 
131.0, 30.0, 
132.0, 8.4, 
133.0, 4.2, 
134.0, 4.2, 
135.0, 0.0, 
136.0, 0.0, 
137.0, 0.0, 
138.0, 0.0, 
139.0, 0.0, 
140.0, 0.0, 
141.0, 0.0, 
142.0, 0.0, 
143.0, 0.0, 
144.0, 0.0, 
145.0, 0.0, 
146.0, 0.0, 
147.0, 3.0, 
148.0, 0.0, 
149.0, 0.0, 
150.0, 0.0, 
151.0, 0.0, 
152.0, 0.0, 
153.0, 4.2, 
154.0, 0.0, 
155.0, 0.0, 
156.0, 4.2, 
157.0, 0.0, 
158.0, 0.0, 
159.0, 4.2, 
160.0, 0.0, 
161.0, 4.2, 
162.0, 0.0, 
163.0, 13.2, 
164.0, 0.0, 
165.0, 4.2, 
166.0, 8.4, 
167.0, 0.0, 
168.0, 4.2, 
169.0, 4.2, 
170.0, 0.0, 
171.0, 4.2, 
172.0, 0.0, 
173.0, 0.0, 
174.0, 4.2, 
175.0, 26.4, 
176.0, 4.2, 
177.0, 8.4, 
178.0, 4.2, 
179.0, 8.4, 
180.0, 4.2, 
181.0, 7.8, 
182.0, 0.0, 
183.0, 0.0, 
184.0, 0.0, 
185.0, 4.2, 
186.0, 0.0, 
187.0, 0.0, 
188.0, 0.0, 
189.0, 0.0, 
190.0, 0.0, 
191.0, 0.0, 
192.0, 0.0, 
193.0, 0.0, 
194.0, 0.0, 
195.0, 0.0, 
196.0, 0.0, 
197.0, 0.0, 
198.0, 0.0, 
199.0, 0.0, 
200.0, 0.0, 
201.0, 27.6, 
202.0, 30.0, 
203.0, 7.2, 
204.0, 0.0, 
205.0, 0.0, 
206.0, 0.0, 
207.0, 0.0, 
208.0, 0.0, 
209.0, 0.0, 
210.0, 0.0, 
211.0, 0.0, 
212.0, 0.0, 
213.0, 0.0, 
214.0, 0.0, 
215.0, 0.0, 
216.0, 0.0, 
217.0, 0.0, 
218.0, 0.0, 
219.0, 0.0, 
220.0, 0.0, 
221.0, 0.0, 
222.0, 0.0, 
223.0, 0.0, 
224.0, 3.6, 
225.0, 4.8, 
226.0, 4.8, 
227.0, 3.0, 
228.0, 4.2, 
229.0, 4.8, 
230.0, 3.6, 
231.0, 4.8, 
232.0, 4.8, 
233.0, 5.4, 
234.0, 6.0, 
235.0, 4.8, 
236.0, 3.6, 
237.0, 4.8, 
238.0, 5.4, 
239.0, 6.0, 
240.0, 4.2, 
241.0, 4.2, 
242.0, 4.2, 
243.0, 3.6, 
244.0, 4.2, 
245.0, 0.0, 
246.0, 0.0, 
